#M log_10_prob bin hits hits/sum_hits
#sir_exec simple-sample --graph-type Sw 0.1 -n 3200 --samples 10000000 --transmission 0.1 -j24
0.4371875 -inf 1399 0 0e0
0.4375 -inf 1400 0 0e0
0.4378125 -inf 1401 0 0e0
0.438125 -inf 1402 0 0e0
0.43843750000000004 -inf 1403 0 0e0
0.43875000000000003 -inf 1404 0 0e0
0.4390625 -inf 1405 0 0e0
0.439375 -inf 1406 0 0e0
0.4396875 -inf 1407 0 0e0
0.44 -inf 1408 0 0e0
0.4403125 -inf 1409 0 0e0
0.440625 -inf 1410 0 0e0
0.4409375 -inf 1411 0 0e0
0.44125000000000003 -inf 1412 0 0e0
0.4415625 -inf 1413 0 0e0
0.441875 -inf 1414 0 0e0
0.4421875 -inf 1415 0 0e0
0.4425 -inf 1416 0 0e0
0.4428125 -inf 1417 0 0e0
0.443125 -inf 1418 0 0e0
0.4434375 -inf 1419 0 0e0
0.44375000000000003 -inf 1420 0 0e0
0.4440625 -inf 1421 0 0e0
0.444375 -inf 1422 0 0e0
0.4446875 -inf 1423 0 0e0
0.445 -inf 1424 0 0e0
0.4453125 -inf 1425 0 0e0
0.445625 -inf 1426 0 0e0
0.4459375 -inf 1427 0 0e0
0.44625000000000004 -inf 1428 0 0e0
0.44656250000000003 -inf 1429 0 0e0
0.446875 -inf 1430 0 0e0
0.4471875 -inf 1431 0 0e0
0.4475 -inf 1432 0 0e0
0.4478125 -inf 1433 0 0e0
0.448125 -inf 1434 0 0e0
0.4484375 -inf 1435 0 0e0
0.44875 -inf 1436 0 0e0
0.44906250000000003 -inf 1437 0 0e0
0.449375 -inf 1438 0 0e0
0.4496875 -inf 1439 0 0e0
0.45 -inf 1440 0 0e0
0.4503125 -inf 1441 0 0e0
0.450625 -inf 1442 0 0e0
0.4509375 -inf 1443 0 0e0
0.45125 -inf 1444 0 0e0
0.45156250000000003 -inf 1445 0 0e0
0.451875 -inf 1446 0 0e0
0.4521875 -inf 1447 0 0e0
0.4525 -inf 1448 0 0e0
0.4528125 -inf 1449 0 0e0
0.453125 -inf 1450 0 0e0
0.4534375 -inf 1451 0 0e0
0.45375 -inf 1452 0 0e0
0.45406250000000004 -inf 1453 0 0e0
0.45437500000000003 -inf 1454 0 0e0
0.4546875 -inf 1455 0 0e0
0.455 -inf 1456 0 0e0
0.4553125 -inf 1457 0 0e0
0.455625 -inf 1458 0 0e0
0.4559375 -inf 1459 0 0e0
0.45625 -inf 1460 0 0e0
0.4565625 -inf 1461 0 0e0
0.45687500000000003 -inf 1462 0 0e0
0.4571875 -inf 1463 0 0e0
0.4575 -inf 1464 0 0e0
0.4578125 -inf 1465 0 0e0
0.458125 -inf 1466 0 0e0
0.4584375 -inf 1467 0 0e0
0.45875 -inf 1468 0 0e0
0.4590625 -inf 1469 0 0e0
0.45937500000000003 -inf 1470 0 0e0
0.4596875 -inf 1471 0 0e0
0.46 -inf 1472 0 0e0
0.4603125 -inf 1473 0 0e0
0.460625 -inf 1474 0 0e0
0.4609375 -inf 1475 0 0e0
0.46125 -inf 1476 0 0e0
0.4615625 -inf 1477 0 0e0
0.46187500000000004 -inf 1478 0 0e0
0.46218750000000003 -inf 1479 0 0e0
0.4625 -inf 1480 0 0e0
0.4628125 -inf 1481 0 0e0
0.463125 -inf 1482 0 0e0
0.4634375 -inf 1483 0 0e0
0.46375 -inf 1484 0 0e0
0.4640625 -inf 1485 0 0e0
0.464375 -inf 1486 0 0e0
0.46468750000000003 -inf 1487 0 0e0
0.465 -inf 1488 0 0e0
0.4653125 -inf 1489 0 0e0
0.465625 -inf 1490 0 0e0
0.4659375 -inf 1491 0 0e0
0.46625 -inf 1492 0 0e0
0.4665625 -inf 1493 0 0e0
0.466875 -inf 1494 0 0e0
0.46718750000000003 -inf 1495 0 0e0
0.4675 -inf 1496 0 0e0
0.4678125 -inf 1497 0 0e0
0.468125 -inf 1498 0 0e0
0.4684375 -inf 1499 0 0e0
0.46875 -inf 1500 0 0e0
0.4690625 -inf 1501 0 0e0
0.469375 -inf 1502 0 0e0
0.46968750000000004 -inf 1503 0 0e0
0.47000000000000003 -inf 1504 0 0e0
0.4703125 -inf 1505 0 0e0
0.470625 -inf 1506 0 0e0
0.4709375 -inf 1507 0 0e0
0.47125 -inf 1508 0 0e0
0.4715625 -inf 1509 0 0e0
0.471875 -inf 1510 0 0e0
0.4721875 -inf 1511 0 0e0
0.47250000000000003 -inf 1512 0 0e0
0.4728125 -inf 1513 0 0e0
0.473125 -inf 1514 0 0e0
0.4734375 -inf 1515 0 0e0
0.47375 -inf 1516 0 0e0
0.4740625 -inf 1517 0 0e0
0.474375 -inf 1518 0 0e0
0.4746875 -inf 1519 0 0e0
0.47500000000000003 -inf 1520 0 0e0
0.4753125 -inf 1521 0 0e0
0.475625 -inf 1522 0 0e0
0.4759375 -inf 1523 0 0e0
0.47625 -inf 1524 0 0e0
0.4765625 -inf 1525 0 0e0
0.476875 -inf 1526 0 0e0
0.4771875 -inf 1527 0 0e0
0.47750000000000004 -inf 1528 0 0e0
0.47781250000000003 -inf 1529 0 0e0
0.478125 -inf 1530 0 0e0
0.4784375 -inf 1531 0 0e0
0.47875 -inf 1532 0 0e0
0.4790625 -inf 1533 0 0e0
0.479375 -inf 1534 0 0e0
0.4796875 -inf 1535 0 0e0
0.48 -inf 1536 0 0e0
0.48031250000000003 -inf 1537 0 0e0
0.480625 -inf 1538 0 0e0
0.4809375 -inf 1539 0 0e0
0.48125 -inf 1540 0 0e0
0.4815625 -inf 1541 0 0e0
0.481875 -inf 1542 0 0e0
0.4821875 -inf 1543 0 0e0
0.4825 -inf 1544 0 0e0
0.48281250000000003 -inf 1545 0 0e0
0.483125 -inf 1546 0 0e0
0.4834375 -inf 1547 0 0e0
0.48375 -inf 1548 0 0e0
0.4840625 -inf 1549 0 0e0
0.484375 -inf 1550 0 0e0
0.4846875 -inf 1551 0 0e0
0.485 -inf 1552 0 0e0
0.48531250000000004 -inf 1553 0 0e0
0.48562500000000003 -inf 1554 0 0e0
0.4859375 -inf 1555 0 0e0
0.48625 -inf 1556 0 0e0
0.4865625 -inf 1557 0 0e0
0.486875 -inf 1558 0 0e0
0.4871875 -inf 1559 0 0e0
0.4875 -inf 1560 0 0e0
0.48781250000000004 -inf 1561 0 0e0
0.48812500000000003 -inf 1562 0 0e0
0.4884375 -inf 1563 0 0e0
0.48875 -inf 1564 0 0e0
0.4890625 -inf 1565 0 0e0
0.489375 -inf 1566 0 0e0
0.4896875 -inf 1567 0 0e0
0.49 -inf 1568 0 0e0
0.4903125 -inf 1569 0 0e0
0.49062500000000003 -inf 1570 0 0e0
0.4909375 -inf 1571 0 0e0
0.49125 -inf 1572 0 0e0
0.4915625 -inf 1573 0 0e0
0.491875 -inf 1574 0 0e0
0.4921875 -inf 1575 0 0e0
0.4925 -inf 1576 0 0e0
0.4928125 -inf 1577 0 0e0
0.49312500000000004 -inf 1578 0 0e0
0.49343750000000003 -inf 1579 0 0e0
0.49375 -inf 1580 0 0e0
0.4940625 -inf 1581 0 0e0
0.494375 -inf 1582 0 0e0
0.4946875 -inf 1583 0 0e0
0.495 -inf 1584 0 0e0
0.4953125 -inf 1585 0 0e0
0.49562500000000004 -inf 1586 0 0e0
0.49593750000000003 -inf 1587 0 0e0
0.49625 -inf 1588 0 0e0
0.4965625 -inf 1589 0 0e0
0.496875 -inf 1590 0 0e0
0.4971875 -inf 1591 0 0e0
0.4975 -inf 1592 0 0e0
0.4978125 -inf 1593 0 0e0
0.498125 -inf 1594 0 0e0
0.49843750000000003 -inf 1595 0 0e0
0.49875 -inf 1596 0 0e0
0.4990625 -inf 1597 0 0e0
0.499375 -inf 1598 0 0e0
0.4996875 -inf 1599 0 0e0
0.5 -inf 1600 0 0e0
0.5003125 -inf 1601 0 0e0
0.500625 -inf 1602 0 0e0
0.5009375 -inf 1603 0 0e0
0.50125 -inf 1604 0 0e0
0.5015625 -inf 1605 0 0e0
0.501875 -inf 1606 0 0e0
0.5021875 -inf 1607 0 0e0
0.5025000000000001 -inf 1608 0 0e0
0.5028125 -inf 1609 0 0e0
0.503125 -inf 1610 0 0e0
0.5034375 -inf 1611 0 0e0
0.50375 -inf 1612 0 0e0
0.5040625 -inf 1613 0 0e0
0.504375 -inf 1614 0 0e0
0.5046875 -inf 1615 0 0e0
0.505 -inf 1616 0 0e0
0.5053125 -inf 1617 0 0e0
0.505625 -inf 1618 0 0e0
0.5059375 -inf 1619 0 0e0
0.50625 -inf 1620 0 0e0
0.5065625 -inf 1621 0 0e0
0.506875 -inf 1622 0 0e0
0.5071875 -inf 1623 0 0e0
0.5075000000000001 -inf 1624 0 0e0
0.5078125 -inf 1625 0 0e0
0.508125 -inf 1626 0 0e0
0.5084375 -inf 1627 0 0e0
0.50875 -inf 1628 0 0e0
0.5090625 -inf 1629 0 0e0
0.509375 -inf 1630 0 0e0
0.5096875 -inf 1631 0 0e0
0.51 -inf 1632 0 0e0
0.5103125000000001 -inf 1633 0 0e0
0.510625 -inf 1634 0 0e0
0.5109375 -inf 1635 0 0e0
0.51125 -inf 1636 0 0e0
0.5115625 -inf 1637 0 0e0
0.511875 -inf 1638 0 0e0
0.5121875 -inf 1639 0 0e0
0.5125 -inf 1640 0 0e0
0.5128125 -inf 1641 0 0e0
0.513125 -inf 1642 0 0e0
0.5134375 -inf 1643 0 0e0
0.51375 -inf 1644 0 0e0
0.5140625 -inf 1645 0 0e0
0.514375 -inf 1646 0 0e0
0.5146875 -inf 1647 0 0e0
0.515 -inf 1648 0 0e0
0.5153125000000001 -inf 1649 0 0e0
0.515625 -inf 1650 0 0e0
0.5159375 -inf 1651 0 0e0
0.51625 -inf 1652 0 0e0
0.5165625 -inf 1653 0 0e0
0.516875 -inf 1654 0 0e0
0.5171875 -inf 1655 0 0e0
0.5175 -inf 1656 0 0e0
0.5178125 -inf 1657 0 0e0
0.5181250000000001 -inf 1658 0 0e0
0.5184375 -inf 1659 0 0e0
0.51875 -inf 1660 0 0e0
0.5190625 -inf 1661 0 0e0
0.519375 -inf 1662 0 0e0
0.5196875 -inf 1663 0 0e0
0.52 -inf 1664 0 0e0
0.5203125 -inf 1665 0 0e0
0.520625 -inf 1666 0 0e0
0.5209375 -inf 1667 0 0e0
0.52125 -inf 1668 0 0e0
0.5215625 -inf 1669 0 0e0
0.521875 -inf 1670 0 0e0
0.5221875 -inf 1671 0 0e0
0.5225 -inf 1672 0 0e0
0.5228125 -inf 1673 0 0e0
0.5231250000000001 -inf 1674 0 0e0
0.5234375 -inf 1675 0 0e0
0.52375 -inf 1676 0 0e0
0.5240625 -inf 1677 0 0e0
0.524375 -inf 1678 0 0e0
0.5246875 -inf 1679 0 0e0
0.525 -inf 1680 0 0e0
0.5253125 -inf 1681 0 0e0
0.525625 -inf 1682 0 0e0
0.5259375000000001 -inf 1683 0 0e0
0.52625 -inf 1684 0 0e0
0.5265625 -inf 1685 0 0e0
0.526875 -inf 1686 0 0e0
0.5271875 -inf 1687 0 0e0
0.5275 -inf 1688 0 0e0
0.5278125 -inf 1689 0 0e0
0.528125 -inf 1690 0 0e0
0.5284375 -inf 1691 0 0e0
0.52875 -inf 1692 0 0e0
0.5290625 -inf 1693 0 0e0
0.529375 -inf 1694 0 0e0
0.5296875 -inf 1695 0 0e0
0.53 -inf 1696 0 0e0
0.5303125 -inf 1697 0 0e0
0.530625 -inf 1698 0 0e0
0.5309375000000001 -inf 1699 0 0e0
0.53125 -inf 1700 0 0e0
0.5315625 -inf 1701 0 0e0
0.531875 -inf 1702 0 0e0
0.5321875 -inf 1703 0 0e0
0.5325 -inf 1704 0 0e0
0.5328125 -inf 1705 0 0e0
0.533125 -inf 1706 0 0e0
0.5334375 -inf 1707 0 0e0
0.5337500000000001 -inf 1708 0 0e0
0.5340625 -inf 1709 0 0e0
0.534375 -inf 1710 0 0e0
0.5346875 -inf 1711 0 0e0
0.535 -inf 1712 0 0e0
0.5353125 -inf 1713 0 0e0
0.535625 -inf 1714 0 0e0
0.5359375000000001 -inf 1715 0 0e0
0.53625 -inf 1716 0 0e0
0.5365625 -inf 1717 0 0e0
0.536875 -inf 1718 0 0e0
0.5371875 -inf 1719 0 0e0
0.5375 -inf 1720 0 0e0
0.5378125 -inf 1721 0 0e0
0.538125 -inf 1722 0 0e0
0.5384375 -inf 1723 0 0e0
0.5387500000000001 -inf 1724 0 0e0
0.5390625 -inf 1725 0 0e0
0.539375 -inf 1726 0 0e0
0.5396875 -inf 1727 0 0e0
0.54 -inf 1728 0 0e0
0.5403125 -inf 1729 0 0e0
0.540625 -inf 1730 0 0e0
0.5409375 -inf 1731 0 0e0
0.54125 -inf 1732 0 0e0
0.5415625000000001 -inf 1733 0 0e0
0.541875 -inf 1734 0 0e0
0.5421875 -inf 1735 0 0e0
0.5425 -inf 1736 0 0e0
0.5428125 -inf 1737 0 0e0
0.543125 -inf 1738 0 0e0
0.5434375 -inf 1739 0 0e0
0.5437500000000001 -inf 1740 0 0e0
0.5440625 -inf 1741 0 0e0
0.544375 -inf 1742 0 0e0
0.5446875 -inf 1743 0 0e0
0.545 -inf 1744 0 0e0
0.5453125 -inf 1745 0 0e0
0.545625 -inf 1746 0 0e0
0.5459375 -inf 1747 0 0e0
0.54625 -inf 1748 0 0e0
0.5465625000000001 -inf 1749 0 0e0
0.546875 -inf 1750 0 0e0
0.5471875 -inf 1751 0 0e0
0.5475 -inf 1752 0 0e0
0.5478125 -inf 1753 0 0e0
0.548125 -inf 1754 0 0e0
0.5484375 -inf 1755 0 0e0
0.54875 -inf 1756 0 0e0
0.5490625 -inf 1757 0 0e0
0.5493750000000001 -inf 1758 0 0e0
0.5496875 -inf 1759 0 0e0
0.55 -inf 1760 0 0e0
0.5503125 -inf 1761 0 0e0
0.550625 -inf 1762 0 0e0
0.5509375 -inf 1763 0 0e0
0.55125 -inf 1764 0 0e0
0.5515625000000001 -inf 1765 0 0e0
0.551875 -inf 1766 0 0e0
0.5521875 -inf 1767 0 0e0
0.5525 -inf 1768 0 0e0
0.5528125 -inf 1769 0 0e0
0.553125 -inf 1770 0 0e0
0.5534375 -inf 1771 0 0e0
0.55375 -inf 1772 0 0e0
0.5540625 -inf 1773 0 0e0
0.5543750000000001 -inf 1774 0 0e0
0.5546875 -inf 1775 0 0e0
0.555 -inf 1776 0 0e0
0.5553125 -inf 1777 0 0e0
0.555625 -inf 1778 0 0e0
0.5559375 -inf 1779 0 0e0
0.55625 -inf 1780 0 0e0
0.5565625 -inf 1781 0 0e0
0.556875 -inf 1782 0 0e0
0.5571875000000001 -inf 1783 0 0e0
0.5575 -inf 1784 0 0e0
0.5578125 -inf 1785 0 0e0
0.558125 -inf 1786 0 0e0
0.5584375 -inf 1787 0 0e0
0.55875 -inf 1788 0 0e0
0.5590625 -inf 1789 0 0e0
0.5593750000000001 -inf 1790 0 0e0
0.5596875 -inf 1791 0 0e0
0.56 -inf 1792 0 0e0
0.5603125 -inf 1793 0 0e0
0.560625 -inf 1794 0 0e0
0.5609375 -inf 1795 0 0e0
0.56125 -inf 1796 0 0e0
0.5615625 -inf 1797 0 0e0
0.561875 -inf 1798 0 0e0
0.5621875000000001 -inf 1799 0 0e0
0.5625 -inf 1800 0 0e0
0.5628125 -inf 1801 0 0e0
0.563125 -inf 1802 0 0e0
0.5634375 -inf 1803 0 0e0
0.56375 -inf 1804 0 0e0
0.5640625 -inf 1805 0 0e0
0.564375 -inf 1806 0 0e0
0.5646875 -inf 1807 0 0e0
0.5650000000000001 -inf 1808 0 0e0
0.5653125 -inf 1809 0 0e0
0.565625 -inf 1810 0 0e0
0.5659375 -inf 1811 0 0e0
0.56625 -inf 1812 0 0e0
0.5665625 -inf 1813 0 0e0
0.566875 -inf 1814 0 0e0
0.5671875000000001 -inf 1815 0 0e0
0.5675 -inf 1816 0 0e0
0.5678125 -inf 1817 0 0e0
0.568125 -inf 1818 0 0e0
0.5684375 -inf 1819 0 0e0
0.56875 -inf 1820 0 0e0
0.5690625 -inf 1821 0 0e0
0.569375 -inf 1822 0 0e0
0.5696875 -inf 1823 0 0e0
0.5700000000000001 -inf 1824 0 0e0
0.5703125 -inf 1825 0 0e0
0.570625 -inf 1826 0 0e0
0.5709375 -inf 1827 0 0e0
0.57125 -inf 1828 0 0e0
0.5715625 -inf 1829 0 0e0
0.571875 -inf 1830 0 0e0
0.5721875 -inf 1831 0 0e0
0.5725 -inf 1832 0 0e0
0.5728125000000001 -inf 1833 0 0e0
0.573125 -inf 1834 0 0e0
0.5734375 -inf 1835 0 0e0
0.57375 -inf 1836 0 0e0
0.5740625 -inf 1837 0 0e0
0.574375 -inf 1838 0 0e0
0.5746875 -inf 1839 0 0e0
0.5750000000000001 -inf 1840 0 0e0
0.5753125 -inf 1841 0 0e0
0.575625 -inf 1842 0 0e0
0.5759375 -inf 1843 0 0e0
0.57625 -inf 1844 0 0e0
0.5765625 -inf 1845 0 0e0
0.576875 -inf 1846 0 0e0
0.5771875 -inf 1847 0 0e0
0.5775 -inf 1848 0 0e0
0.5778125000000001 -inf 1849 0 0e0
0.578125 -inf 1850 0 0e0
0.5784375 -inf 1851 0 0e0
0.57875 -inf 1852 0 0e0
0.5790625 -inf 1853 0 0e0
0.579375 -inf 1854 0 0e0
0.5796875 -inf 1855 0 0e0
0.58 -inf 1856 0 0e0
0.5803125 -inf 1857 0 0e0
0.5806250000000001 -inf 1858 0 0e0
0.5809375 -inf 1859 0 0e0
0.58125 -inf 1860 0 0e0
0.5815625 -inf 1861 0 0e0
0.581875 -inf 1862 0 0e0
0.5821875 -inf 1863 0 0e0
0.5825 -inf 1864 0 0e0
0.5828125000000001 -inf 1865 0 0e0
0.583125 -inf 1866 0 0e0
0.5834375 -inf 1867 0 0e0
0.58375 -inf 1868 0 0e0
0.5840625 -inf 1869 0 0e0
0.584375 -inf 1870 0 0e0
0.5846875 -inf 1871 0 0e0
0.585 -inf 1872 0 0e0
0.5853125 -inf 1873 0 0e0
0.5856250000000001 -inf 1874 0 0e0
0.5859375 -inf 1875 0 0e0
0.58625 -inf 1876 0 0e0
0.5865625 -inf 1877 0 0e0
0.586875 -inf 1878 0 0e0
0.5871875 -inf 1879 0 0e0
0.5875 -inf 1880 0 0e0
0.5878125 -inf 1881 0 0e0
0.588125 -inf 1882 0 0e0
0.5884375000000001 -inf 1883 0 0e0
0.58875 -inf 1884 0 0e0
0.5890625 -inf 1885 0 0e0
0.589375 -inf 1886 0 0e0
0.5896875 -inf 1887 0 0e0
0.59 -inf 1888 0 0e0
0.5903125 -inf 1889 0 0e0
0.5906250000000001 -inf 1890 0 0e0
0.5909375 -inf 1891 0 0e0
0.59125 -inf 1892 0 0e0
0.5915625 -inf 1893 0 0e0
0.591875 -inf 1894 0 0e0
0.5921875 -inf 1895 0 0e0
0.5925 -inf 1896 0 0e0
0.5928125 -inf 1897 0 0e0
0.593125 -inf 1898 0 0e0
0.5934375000000001 -inf 1899 0 0e0
0.59375 -inf 1900 0 0e0
0.5940625 -inf 1901 0 0e0
0.594375 -inf 1902 0 0e0
0.5946875 -inf 1903 0 0e0
0.595 -inf 1904 0 0e0
0.5953125 -inf 1905 0 0e0
0.595625 -inf 1906 0 0e0
0.5959375 -inf 1907 0 0e0
0.5962500000000001 -inf 1908 0 0e0
0.5965625 -inf 1909 0 0e0
0.596875 -inf 1910 0 0e0
0.5971875 -inf 1911 0 0e0
0.5975 -inf 1912 0 0e0
0.5978125 -inf 1913 0 0e0
0.598125 -inf 1914 0 0e0
0.5984375000000001 -inf 1915 0 0e0
0.59875 -inf 1916 0 0e0
0.5990625 -inf 1917 0 0e0
0.599375 -inf 1918 0 0e0
0.5996875 -inf 1919 0 0e0
0.6 -inf 1920 0 0e0
0.6003125 -inf 1921 0 0e0
0.600625 -inf 1922 0 0e0
0.6009375 -inf 1923 0 0e0
0.6012500000000001 -inf 1924 0 0e0
0.6015625 -inf 1925 0 0e0
0.601875 -inf 1926 0 0e0
0.6021875 -inf 1927 0 0e0
0.6025 -inf 1928 0 0e0
0.6028125 -inf 1929 0 0e0
0.603125 -inf 1930 0 0e0
0.6034375 -inf 1931 0 0e0
0.60375 -inf 1932 0 0e0
0.6040625000000001 -inf 1933 0 0e0
0.604375 -inf 1934 0 0e0
0.6046875 -inf 1935 0 0e0
0.605 -inf 1936 0 0e0
0.6053125 -inf 1937 0 0e0
0.605625 -inf 1938 0 0e0
0.6059375 -inf 1939 0 0e0
0.6062500000000001 -inf 1940 0 0e0
0.6065625 -inf 1941 0 0e0
0.606875 -inf 1942 0 0e0
0.6071875 -inf 1943 0 0e0
0.6075 -inf 1944 0 0e0
0.6078125 -inf 1945 0 0e0
0.608125 -inf 1946 0 0e0
0.6084375 -inf 1947 0 0e0
0.60875 -inf 1948 0 0e0
0.6090625000000001 -inf 1949 0 0e0
0.609375 -inf 1950 0 0e0
0.6096875 -inf 1951 0 0e0
0.61 -inf 1952 0 0e0
0.6103125 -inf 1953 0 0e0
0.610625 -inf 1954 0 0e0
0.6109375 -inf 1955 0 0e0
0.61125 -inf 1956 0 0e0
0.6115625 -inf 1957 0 0e0
0.6118750000000001 -inf 1958 0 0e0
0.6121875 -inf 1959 0 0e0
0.6125 -inf 1960 0 0e0
0.6128125 -inf 1961 0 0e0
0.613125 -inf 1962 0 0e0
0.6134375 -inf 1963 0 0e0
0.61375 -inf 1964 0 0e0
0.6140625000000001 -inf 1965 0 0e0
0.614375 -inf 1966 0 0e0
0.6146875 -inf 1967 0 0e0
0.615 -inf 1968 0 0e0
0.6153125 -inf 1969 0 0e0
0.615625 -inf 1970 0 0e0
0.6159375 -inf 1971 0 0e0
0.61625 -inf 1972 0 0e0
0.6165625 -inf 1973 0 0e0
0.6168750000000001 -inf 1974 0 0e0
0.6171875 -inf 1975 0 0e0
0.6175 -inf 1976 0 0e0
0.6178125 -inf 1977 0 0e0
0.618125 -inf 1978 0 0e0
0.6184375 -inf 1979 0 0e0
0.61875 -inf 1980 0 0e0
0.6190625 -inf 1981 0 0e0
0.619375 -inf 1982 0 0e0
0.6196875000000001 -inf 1983 0 0e0
0.62 -inf 1984 0 0e0
0.6203125 -inf 1985 0 0e0
0.620625 -inf 1986 0 0e0
0.6209375 -inf 1987 0 0e0
0.62125 -inf 1988 0 0e0
0.6215625 -inf 1989 0 0e0
0.6218750000000001 -inf 1990 0 0e0
0.6221875 -inf 1991 0 0e0
0.6225 -inf 1992 0 0e0
0.6228125 -inf 1993 0 0e0
0.623125 -inf 1994 0 0e0
0.6234375 -inf 1995 0 0e0
0.62375 -inf 1996 0 0e0
0.6240625 -inf 1997 0 0e0
0.624375 -inf 1998 0 0e0
0.6246875000000001 -inf 1999 0 0e0
0.625 -inf 2000 0 0e0
0.6253125 -inf 2001 0 0e0
0.625625 -inf 2002 0 0e0
0.6259375 -inf 2003 0 0e0
0.62625 -inf 2004 0 0e0
0.6265625 -inf 2005 0 0e0
0.626875 -inf 2006 0 0e0
0.6271875 -inf 2007 0 0e0
0.6275000000000001 -inf 2008 0 0e0
0.6278125 -inf 2009 0 0e0
0.628125 -inf 2010 0 0e0
0.6284375 -inf 2011 0 0e0
0.62875 -inf 2012 0 0e0
0.6290625 -inf 2013 0 0e0
0.629375 -inf 2014 0 0e0
0.6296875000000001 -inf 2015 0 0e0
0.63 -inf 2016 0 0e0
0.6303125 -inf 2017 0 0e0
0.630625 -inf 2018 0 0e0
0.6309375 -inf 2019 0 0e0
0.63125 -inf 2020 0 0e0
0.6315625 -inf 2021 0 0e0
0.631875 -inf 2022 0 0e0
0.6321875 -inf 2023 0 0e0
0.6325000000000001 -inf 2024 0 0e0
0.6328125 -inf 2025 0 0e0
0.633125 -inf 2026 0 0e0
0.6334375 -inf 2027 0 0e0
0.63375 -inf 2028 0 0e0
0.6340625 -inf 2029 0 0e0
0.634375 -inf 2030 0 0e0
0.6346875 -inf 2031 0 0e0
0.635 -inf 2032 0 0e0
0.6353125000000001 -inf 2033 0 0e0
0.635625 -inf 2034 0 0e0
0.6359375 -inf 2035 0 0e0
0.63625 -inf 2036 0 0e0
0.6365625 -inf 2037 0 0e0
0.636875 -inf 2038 0 0e0
0.6371875 -inf 2039 0 0e0
0.6375000000000001 -inf 2040 0 0e0
0.6378125 -inf 2041 0 0e0
0.638125 -inf 2042 0 0e0
0.6384375 -inf 2043 0 0e0
0.63875 -inf 2044 0 0e0
0.6390625 -inf 2045 0 0e0
0.639375 -inf 2046 0 0e0
0.6396875 -inf 2047 0 0e0
0.64 -inf 2048 0 0e0
0.6403125000000001 -inf 2049 0 0e0
0.640625 -inf 2050 0 0e0
0.6409375 -inf 2051 0 0e0
0.64125 -inf 2052 0 0e0
0.6415625 -inf 2053 0 0e0
0.641875 -inf 2054 0 0e0
0.6421875 -inf 2055 0 0e0
0.6425 -inf 2056 0 0e0
0.6428125 -inf 2057 0 0e0
0.6431250000000001 -inf 2058 0 0e0
0.6434375 -inf 2059 0 0e0
0.64375 -inf 2060 0 0e0
0.6440625 -inf 2061 0 0e0
0.644375 -inf 2062 0 0e0
0.6446875 -inf 2063 0 0e0
0.645 -inf 2064 0 0e0
0.6453125000000001 -inf 2065 0 0e0
0.645625 -inf 2066 0 0e0
0.6459375 -inf 2067 0 0e0
0.64625 -inf 2068 0 0e0
0.6465625 -inf 2069 0 0e0
0.646875 -inf 2070 0 0e0
0.6471875 -inf 2071 0 0e0
0.6475 -inf 2072 0 0e0
0.6478125 -inf 2073 0 0e0
0.6481250000000001 -inf 2074 0 0e0
0.6484375 -inf 2075 0 0e0
0.64875 -inf 2076 0 0e0
0.6490625 -inf 2077 0 0e0
0.649375 -inf 2078 0 0e0
0.6496875 -inf 2079 0 0e0
0.65 -inf 2080 0 0e0
0.6503125 -inf 2081 0 0e0
0.650625 -inf 2082 0 0e0
0.6509375000000001 -inf 2083 0 0e0
0.65125 -inf 2084 0 0e0
0.6515625 -inf 2085 0 0e0
0.651875 -inf 2086 0 0e0
0.6521875 -inf 2087 0 0e0
0.6525 -inf 2088 0 0e0
0.6528125 -inf 2089 0 0e0
0.6531250000000001 -inf 2090 0 0e0
0.6534375 -inf 2091 0 0e0
0.65375 -inf 2092 0 0e0
0.6540625 -inf 2093 0 0e0
0.654375 -inf 2094 0 0e0
0.6546875 -inf 2095 0 0e0
0.655 -inf 2096 0 0e0
0.6553125 -inf 2097 0 0e0
0.655625 -inf 2098 0 0e0
0.6559375000000001 -inf 2099 0 0e0
0.65625 -inf 2100 0 0e0
0.6565625 -inf 2101 0 0e0
0.656875 -inf 2102 0 0e0
0.6571875 -inf 2103 0 0e0
0.6575 -inf 2104 0 0e0
0.6578125 -inf 2105 0 0e0
0.658125 -inf 2106 0 0e0
0.6584375 -inf 2107 0 0e0
0.6587500000000001 -inf 2108 0 0e0
0.6590625 -inf 2109 0 0e0
0.659375 -inf 2110 0 0e0
0.6596875 -inf 2111 0 0e0
0.66 -inf 2112 0 0e0
0.6603125 -inf 2113 0 0e0
0.660625 -inf 2114 0 0e0
0.6609375000000001 -inf 2115 0 0e0
0.66125 -inf 2116 0 0e0
0.6615625 -inf 2117 0 0e0
0.661875 -inf 2118 0 0e0
0.6621875 -inf 2119 0 0e0
0.6625 -inf 2120 0 0e0
0.6628125 -inf 2121 0 0e0
0.663125 -inf 2122 0 0e0
0.6634375 -inf 2123 0 0e0
0.6637500000000001 -inf 2124 0 0e0
0.6640625 -inf 2125 0 0e0
0.664375 -inf 2126 0 0e0
0.6646875 -inf 2127 0 0e0
0.665 -inf 2128 0 0e0
0.6653125 -inf 2129 0 0e0
0.665625 -inf 2130 0 0e0
0.6659375 -inf 2131 0 0e0
0.66625 -inf 2132 0 0e0
0.6665625000000001 -inf 2133 0 0e0
0.666875 -inf 2134 0 0e0
0.6671875 -inf 2135 0 0e0
